"","car_specs","price","mileage","stringAsFactors"
"11321","2024 Ram 2500 Tradesman 4x4 Reg Cab 8' Box Level 1 Equipment Sno","$62,692",NA,FALSE
"11322","2024 Jeep Wrangler Sahara w/Safety, Technology, Tow Pkg, B/C Hardtop","$62,698",NA,FALSE
"11323","2023 Audi R8 Spyder 5.2 V10 Performance RWD 7 sp S tronic","$221,849",NA,FALSE
"11324","2024 GMC Sierra 1500 Pro High Capacity Suspension | Trailering Equipmen","$62,699",NA,FALSE
"11325","2024 GMC Sierra 1500 Pro High Capacity Suspension | Trailering Equipmen","$62,699",NA,FALSE
"11326","2024 Buick Enclave AWD 4dr Avenir","$62,703",NA,FALSE
"11327","2024 BMW X2 M Sport | M Sport Pro | Premium Essentials |","$62,706",NA,FALSE
"11328","2024 Volkswagen Atlas Highline 2.0 TSI 4MOTION","$62,716",NA,FALSE
"11329","2024 GMC Canyon AT4","$62,718",NA,FALSE
"11330","2024 Chevrolet Silverado 1500 Custom","$62,719",NA,FALSE
"11331","2024 Jeep Wrangler SAHARA | 4 DOOR | 4X4 | SKY ONE-TOUCH POWER TOP","$62,720",NA,FALSE
"11332","2024 Volkswagen Atlas 2.0 TSI Highline","$62,721",NA,FALSE
"11333","2024 BMW 2 Series Gran Coupe 228i xDrive Gran Coupe BMW SALES EVENT  HUGE DISCO","$47,642",NA,FALSE
"11334","2024 Volkswagen ID.4 Pro","$62,731",NA,FALSE
"11335","2024 Volkswagen ID.4 Pro","$62,731",NA,FALSE
"11336","2024 Ford Mustang Mach-E Premium","$62,735",NA,FALSE
"11337","2024 Ford Mustang Mach-E Premium","$62,735",NA,FALSE
"11338","2024 Mercedes-Benz CLA250 4MATIC Coupe","$62,736",NA,FALSE
"11339","2024 Jeep Wrangler Sahara","$62,738",NA,FALSE
"11340","2024 Kia EV6 Land AWD w/ GT Line Pkg 2 FREE LEVEL 2 CHARGER","$62,754",NA,FALSE
"11341","2024 Ram 1500 Classic WARLOCK - BUCKETS/HEATED SEATS/CARPLAY/REMOTE STAR","$62,755",NA,FALSE
"11342","2024 Volkswagen Atlas Highline 2.0 TSI 4MOTION","$62,756",NA,FALSE
"11343","2024 Ram 1500 Classic Warlock | Heat | Rmt Strt | Luxury | Elec Conv Grp","$60,996",NA,FALSE
"11344","2024 Chevrolet Silverado 1500 Custom Trail Boss","$62,766",NA,FALSE
"11345","2024 Jeep Wrangler RUBICON Rear Cross–Path Detection Heated Seats & W","$62,766",NA,FALSE
"11346","2024 Ford F-150 XLT","$62,767",NA,FALSE
"11347","2024 Land Rover Range Rover Evoque S","$62,775",NA,FALSE
"11348","2024 Mercedes-Benz EQB PARKING PKG + 360 CAMERA | COMFORT SUSPENSION","$62,775",NA,FALSE
"11349","2024 Ford Bronco Black Diamond Remote Start|Hard Top|Ford Co-Pilot3","$62,777",NA,FALSE
"11350","2024 Chrysler Pacifica Hybrid PREMIUM S APPEARANCE","$62,777",NA,FALSE
"11351","2024 Jeep Wrangler SAHARA 4DR | Safety Grp | Leather | 18"" Alloys","$62,785",NA,FALSE
"11352","2024 Buick Enclave Premium","$62,786",NA,FALSE
"11353","2024 Jeep Wrangler Sahara 4 Door 4x4","$65,157",NA,FALSE
"11354","2024 Jeep Wrangler RUBICON 4DR | Conv&Safety&Tech Grp | Black Grille","$62,795",NA,FALSE
"11355","2024 Buick Enclave Premium","$62,799",NA,FALSE
"11356","2024 Mercedes-Benz EQB PARKING PKG | 360 CAMERA | COMFORT SUSPENSION","$62,800",NA,FALSE
"11357","2024 Mercedes-Benz EQB PARKING PKG + 360 CAMERA | COMFORT SUSPENSION","$62,800",NA,FALSE
"11358","2024 BMW X2 XDRIVE28I","$62,801",NA,FALSE
"11359","2024 Kia Telluride X-Line","$62,802",NA,FALSE
"11360","2024 Mercedes-Benz GLB250 4MATIC SUV","$62,807",NA,FALSE
"11361","2024 Ford F-150 XLT | On-Order","$62,809",NA,FALSE
"11362","2024 Ford F-150 XLT 360-DEGREE CAMERA | TRAILER SWAY CONTROL","$62,809",NA,FALSE
"11363","2023 BMW 3 Series 330i xDrive NA BMW SALES EVENT  LIMITED TIME OFFER","$50,357",NA,FALSE
"11364","2024 Ford F-150 XLT 360-DEGREE CAMERA | TRAILER SWAY CONTROL","$62,809",NA,FALSE
"11365","2024 Chevrolet Blazer EV eAWD LT","$62,810",NA,FALSE
"11366","2024 BMW 3 Series DEMO SAVINGS","$62,810",NA,FALSE
"11367","2024 Jeep Wrangler Sahara  Leather Seats Tech Safety Group Premium Au","$62,819",NA,FALSE
"11368","2024 Jeep Wrangler SAHARA POWER SKY TOP | LEATHER | TRAILER TOW /","$62,830",NA,FALSE
"11369","2024 Jeep Grand Cherokee Limited 4x4","$62,836",NA,FALSE
"11370","2024 Volkswagen ID.4 Pro","$62,838",NA,FALSE
"11371","2024 Mazda CX-90 PHEV GS-L","$62,840",NA,FALSE
"11372","2024 Mazda CX-90 PHEV GS-L","$62,840",NA,FALSE
"11373","2024 Jeep Wrangler Willys 4 Door 4x4","$63,672",NA,FALSE
"11374","2024 Volkswagen ID.4 Pro","$62,842",NA,FALSE
"11375","2024 Volkswagen Atlas Highline","$62,846",NA,FALSE
"11376","2024 BMW 2 Series 230I XDRIVE","$62,851",NA,FALSE
"11377","2024 Jeep Wrangler 4-Door Rubicon","$62,851",NA,FALSE
"11378","2024 Infiniti QX50 Sensory","$62,852",NA,FALSE
"11379","2024 Ford F-150 XLT 4WD SuperCrew 5.5' Box","$62,859",NA,FALSE
"11380","2024 Ford F-150 XLT | Available Now","$62,859",NA,FALSE
"11381","2024 Volkswagen ID.4 Pro","$62,872",NA,FALSE
"11382","2024 Volkswagen ID.4 Pro","$62,872",NA,FALSE
"11383","2024 Ram 1500 Classic Warlock V8 | Heat Grp | Rmt Start | Hitch | Liner","$65,431",NA,FALSE
"11384","2024 Volkswagen ID.4 Pro","$62,872",NA,FALSE
"11385","2024 Volkswagen ID.4 Pro","$62,872",NA,FALSE
"11386","2024 Volkswagen Atlas Highline 2.0 TSI 4MOTION","$62,872",NA,FALSE
"11387","2024 Dodge Hornet PHEV R/T","$62,873",NA,FALSE
"11388","2024 Chevrolet Silverado 1500 Custom","$62,876",NA,FALSE
"11389","2024 Ram 1500 Sport","$62,878",NA,FALSE
"11390","2024 Land Rover Discovery Sport Dynamic SE","$62,880",NA,FALSE
"11391","2024 Ford F-150 XLT","$62,882",NA,FALSE
"11392","2024 Ford F-150 XLT","$62,888",NA,FALSE
"11393","2024 Jeep Grand Cherokee Summit","$79,142",NA,FALSE
"11394","2024 Ford F-150 XLT","$62,888",NA,FALSE
"11395","2024 BMW 2 Series Prem.Enhance-MSportPro-19""Alloys-360Cam-WirelessCh","$62,895",NA,FALSE
"11396","2024 Kia EV6 SOLD! GT-LINE PKG 2|406KM EV RANGE|LTHR|ROOF","$62,899",NA,FALSE
"11397","2024 Kia EV6 SOLD! GT-LINE PKG 2 | MORE AVAILABLE INVENTORY!","$62,899",NA,FALSE
"11398","2024 Ford F-150 XLT 4WD SuperCrew 5.5' Box","$62,909",NA,FALSE
"11399","2024 Land Rover Discovery Sport Dynamic SE","$62,910",NA,FALSE
"11400","2024 Ford F-150 TREMOR | ECOBOOST | TOW/HAUL | ALLOY WHEELS","$64,867",NA,FALSE
"11401","2024 Volkswagen Tiguan Comfortline R-Line Black 2.0T 8sp at w/Tip 4M","$44,529",NA,FALSE
"11402","2024 Ram 1500 Classic Warlock 4x4| HEMI|  HEATED SEATS & WHEEL GROUP|","$56,310",NA,FALSE
"11403","2024 Jeep Wrangler Willys 4-Dr 4x4 4 Cyl Turbo","$57,401",NA,FALSE
"11404","2024 Jeep Wrangler Sport DUAL DOORS | TECH PKG | WILLYS | FREEDOM TOP","$58,498",NA,FALSE
"11405","2024 Dodge Durango GT Plus AWD V6","$59,342",NA,FALSE
"11406","2024 Jeep Wrangler Willys 4-Dr 4x4 V6","$59,628",NA,FALSE
"11407","2024 Volkswagen ID.4 ID.4 Pro S AWD Navigation/ Park Assist/ Heated Sea","$60,909",NA,FALSE
"11408","2024 Chevrolet Tahoe LS","$82,154",NA,FALSE
"11409","2024 Ford F-150 XLT  - 18 Wheels","$62,913",NA,FALSE
"11410","2024 Ford F-150 XLT  - 18 Wheels","$62,913",NA,FALSE
"11411","2024 Ford F-150 XLT  - 18 Wheels","$62,913",NA,FALSE
"11412","2024 Ford F-150 XLT  - 18 Wheels","$62,913",NA,FALSE
"11413","2024 Jeep Wrangler 4xe Hybrid Rubicon","$68,895",NA,FALSE
"11414","2024 Kia Telluride X-line | Exclusive Exterior and Interior Features","$62,915",NA,FALSE
"11415","2024 Ram 1500 Big Horn","$62,920",NA,FALSE
"11416","2024 Ford F-150 XLT | On-Order","$62,929",NA,FALSE
"11417","2024 Dodge Durango GT PREMIUM AWD | BLACKTOP | CAPTAIN CHAIRS","$62,930",NA,FALSE
"11418","2024 Chevrolet Silverado 1500","$62,934",NA,FALSE
"11419","2024 Ford Mustang Mach-E Premium","$62,935",NA,FALSE
"11420","2024 Lexus RX 350","$62,936",NA,FALSE
"11421","2024 Hyundai IONIQ 5 Preferred","$62,938",NA,FALSE
"11422","2024 Volkswagen Atlas Cross Sport 2.0 TSI Execline","$62,939",NA,FALSE
"11423","2024 Ram 2500 Tradesman-5th Wheel prep/Bed Utility Group/NAV/Sno","$80,885",NA,FALSE
"11424","2024 Volkswagen Atlas Cross Sport 2.0 TSI Execline","$62,939",NA,FALSE
"11425","2024 Volkswagen Atlas Cross Sport 2.0 TSI Execline","$62,939",NA,FALSE
"11426","2024 Volkswagen Atlas Cross Sport 2.0 TSI Execline","$62,939",NA,FALSE
"11427","2023 Jeep Grand Cherokee 4xe Base  - Sunroof","$62,947",NA,FALSE
"11428","2024 Mazda CX-90 PHEV GS-L","$62,949",NA,FALSE
"11429","2024 GMC Sierra 1500 Elevation- Heated Steering  | Wireless Charging","$62,949",NA,FALSE
"11430","2024 Ford F-150 XLT  - 18 Wheels - Tow Package","$62,950",NA,FALSE
"11431","2024 Audi A4 45 2.0T Progressiv quattro 7sp S Tronic","$62,950",NA,FALSE
"11432","2024 BMW 3 Series 330i xDrive Sedan Premium Essential Package | Driv","$62,956",NA,FALSE
"11433","2024 Jeep Wagoneer Series II Carbide-Convenience Group I/Heavy Duty T","$91,759",NA,FALSE
"11434","2024 Honda Odyssey BLACK EDITION","$62,956",NA,FALSE
"11435","2024 Ford Bronco Badlands","$62,958",NA,FALSE
"11436","2024 Mazda CX-90 PHEV GS-L AWD","$62,962",NA,FALSE
"11437","2024 Ram 1500 SPORT LEVEL 2 | SPORT HOOD | TRAILER BRAKE /","$62,962",NA,FALSE
"11438","2024 Ford Ranger LARIAT","$62,967",NA,FALSE
"11439","2024 Ford F-150 XLT | 3.5L | BLK APPEARANCE PKG | BED PKG","$62,969",NA,FALSE
"11440","2024 Land Rover Range Rover Evoque S","$62,975",NA,FALSE
"11441","2024 Land Rover Range Rover Evoque S","$62,975",NA,FALSE
"11442","2024 Land Rover Range Rover Evoque S","$62,975",NA,FALSE
"11443","2024 Chrysler Grand Caravan SXT 2WD","$52,123",NA,FALSE
"11444","2024 Jeep Wrangler 4xe SAHARA | 4-DOOR | LEATHER SEATS | HARD TOP |","$62,975",NA,FALSE
"11445","2024 Jeep Wrangler 4xe SAHARA | 4-DOOR | HYBRID | WHITE | LEATHER SEATS |","$62,975",NA,FALSE
"11446","2024 Mazda CX-90 PHEV GS-L AWD","$62,984",NA,FALSE
"11447","2024 Mazda CX-90 PHEV GS-L AWD","$62,984",NA,FALSE
"11448","2024 Jeep Wrangler 4xe SAHARA|LEATHER|TECH|HEATED|NAV|BODYCOLORTOP","$62,985",NA,FALSE
"11449","2024 Toyota Highlander Hybrid Limited AWD -  IN STOCK TODAY!","$62,985",NA,FALSE
"11450","2024 Toyota Highlander Hybrid Limited Platinum AWD - IN STOCK TODAY!","$62,985",NA,FALSE
"11451","2024 Mazda CX-90 PHEV GS-L","$62,988",NA,FALSE
"11452","2024 Jeep Wrangler 4-Door Rubicon","$62,988",NA,FALSE
"11453","2024 Mercedes-Benz GLB250 GLB250","$64,619",NA,FALSE
"11454","2024 Lincoln Corsair Reserve RESERVE AWD","$62,989",NA,FALSE
"11455","2024 Kia EV6 Land GT-Line Pkg 2 | $178 WEEKLY | VENTILATED SEAT","$62,995",NA,FALSE
"11456","2024 Jeep Wrangler RUBICON 4DR | Dual Tops | Conv&Tech Grp | Alloys","$62,995",NA,FALSE
"11457","2024 Jeep Wrangler SAHARA 4DR | LIMITED EDITION TUSCADERO | LEATHER","$62,995",NA,FALSE
"11458","2024 Jeep Wrangler 4xe Sahara","$62,998",NA,FALSE
"11459","2024 Ford Mustang GT Premium Fastback","$62,999",NA,FALSE
"11460","2024 Hyundai IONIQ 5 Preferred","$62,999",NA,FALSE
"11461","2024 Kia Telluride X-PRO AWD | New Exterior & Interior","$63,000",NA,FALSE
"11462","2024 Volkswagen ID.4","$63,005",NA,FALSE
"11463","2024 Audi SQ8 TFSI quattro","$132,147",NA,FALSE
"11464","2024 Volkswagen ID.4","$63,005",NA,FALSE
"11465","2024 Mitsubishi Outlander PHEV GT S-AWC","$63,006",NA,FALSE
"11466","2024 Acura RDX Platinum Elite A-Spec AWD","$63,009",NA,FALSE
"11467","2024 Jeep Wrangler Sahara","$63,012",NA,FALSE
"11468","2024 Jeep Wrangler RUBICON - 3.6L V6/HARD TOP/CONVENIENCE PKG/TECH PK","$63,017",NA,FALSE
"11469","2024 Jeep Wrangler Sahara 4 Door 4x4","$63,029",NA,FALSE
"11470","2024 Ford F-150 XLT | Available Now","$63,034",NA,FALSE
"11471","2024 Ford F-150 XLT | Available Now","$63,034",NA,FALSE
"11472","2024 Dodge Durango R/T BLACKTOP | 6 PASSENGER /","$63,041",NA,FALSE
"11473","2024 BMW I4 Gran Coupe EDrive35 BMW SALES EVENT  LIMITED TIME OFFER","$70,147",NA,FALSE
"11474","2024 Infiniti QX60 PURE | DEMO","$63,044",NA,FALSE
"11475","2024 Ford F-150 XLT  - 18 Wheels - Tow Package","$63,045",NA,FALSE
"11476","2024 Ford F-150 XLT  - 18 Wheels - Tow Package","$63,045",NA,FALSE
"11477","2024 Ford F-150 XLT  - 18 Wheels - Tow Package","$63,045",NA,FALSE
"11478","2024 Jeep Grand Cherokee L Altitude","$63,051",NA,FALSE
"11479","2024 Ford F-150 STX","$63,054",NA,FALSE
"11480","2024 Mitsubishi Outlander PHEV GT","$63,056",NA,FALSE
"11481","2024 Mitsubishi Outlander PHEV GT S-AWC","$63,056",NA,FALSE
"11482","2024 Mitsubishi Outlander PHEV GT S-AWC","$63,056",NA,FALSE
"11483","2024 Ram 3500 Limited","$121,555",NA,FALSE
"11484","2023 Ram 1500 BIG HORN--NAV--12"" TOUCHSCREEN--R/START--HTD SEAT","$63,056",NA,FALSE
"11485","2024 Kia Telluride X-Line AWD","$63,058",NA,FALSE
"11486","2024 Volkswagen ID.4 ID.4 Pro S AWD High voltage traction battery/250 k","$63,059",NA,FALSE
"11487","2024 Ford F-150 XLT 4WD SuperCrew 5.5' Box","$63,064",NA,FALSE
"11488","2024 Cadillac XT4 AWD SPORT","$63,064",NA,FALSE
"11489","2024 Ram 1500 Tradesman 4x4 Quad Cab 6'4  Box","$63,065",NA,FALSE
"11490","2024 Ford Transit Cargo Van T-150 130 Low Rf 8670 GVWR RWD","$63,065",NA,FALSE
"11491","2024 Ford F-150 XLT  - 18 Wheels","$63,068",NA,FALSE
"11492","2024 BMW 3 Series 330e Plug-In Hybrid","$63,068",NA,FALSE
"11493","2024 BMW X7 XDrive40i BMW SALES EVENT  LIMITED TIME OFFER","$115,331",NA,FALSE
"11494","2024 Land Rover Discovery Sport Dynamic SE","$63,070",NA,FALSE
"11495","2024 Ford F-150 STX","$63,070",NA,FALSE
"11496","2024 Ford F-150 XLT - 360 CAM  NAVIGATION  4X4  12INCH SCREEN  MOR","$63,070",NA,FALSE
"11497","2024 Ford F-150 XLT  - 18 Wheels - Tow Package","$63,078",NA,FALSE
"11498","2024 Ford F-150 XLT  - 18 Wheels - Tow Package","$63,078",NA,FALSE
"11499","2024 Ford F-150 XLT | 2.7L | BLK APPEARANCE PKG | OFFICE PKG","$63,088",NA,FALSE
"11500","2024 Volkswagen Atlas Cross Sport 2.0 TSI Execline","$63,088",NA,FALSE
"11501","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11502","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11503","2024 Ram 2500 REBEL | NO CHARGE DIESEL | SUNROOF | BRAND NEW |","$91,810",NA,FALSE
"11504","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11505","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11506","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11507","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11508","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11509","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11510","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11511","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11512","2024 Ford F-150 XLT","$63,094",NA,FALSE
"11513","2024 BMW X3 XDrive30e BMW SALES EVENT  LIMITED TIME OFFER","$64,357",NA,FALSE
"11514","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11515","2024 Ford F-150 XLT","$63,094",NA,FALSE
"11516","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11517","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11518","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,094",NA,FALSE
"11519","2024 Ford Mustang GT  - Leather Seats","$63,106",NA,FALSE
"11520","2024 Chrysler Pacifica Hybrid Premium S App Pkg | Theatre Grp | Safety Grp |","$63,945",NA,FALSE
"11521","2023 Infiniti QX55 LUXE","$58,305",NA,FALSE
"11522","2023 Ram 1500 Classic SLT Crew 4x4 V6 *LEATHER *TONNEAU *STEPS *LINER","$58,492",NA,FALSE
"11523","2024 Dodge Durango GT Plus AWD V6","$59,342",NA,FALSE
"11524","2024 GMC SIERRA 2500HD Pro","$66,414",NA,FALSE
"11525","2024 Jeep Wrangler 4xe Hybrid Rubicon","$68,895",NA,FALSE
"11526","2024 Ford F-150 LARIAT 502A | Lariat black Appearance pkg | Twin p","$71,599",NA,FALSE
"11527","2024 Jeep Wrangler 4xe Rubicon X 4 Door 4x4","$77,370",NA,FALSE
"11528","2024 Chevrolet Tahoe LS","$82,154",NA,FALSE
"11529","2024 Jeep Grand Cherokee Limited","$63,109",NA,FALSE
"11530","2024 Jeep Wrangler RUBICON | 4-DOOR | 1 TOUCH SKY POWER TOP | WHITE |","$63,113",NA,FALSE
"11531","2024 Ram 1500 Sport","$63,114",NA,FALSE
"11532","2023 Dodge Charger Scat Pack 392  6.4L V8 Daytona Edition SRT 475 HP","$63,133",NA,FALSE
"11533","2024 Ram 1500 Classic Tradesman, Tradesman SXT Package, Class IV hitch r","$54,500",NA,FALSE
"11534","2024 Ford F-150 XLT","$63,137",NA,FALSE
"11535","2024 Chevrolet Silverado 1500 Custom","$63,144",NA,FALSE
"11536","2024 Ram 1500 Classic WARLOCK - BUCKETS/HEATED SEATS/CARPLAY/REMOTE STAR","$63,150",NA,FALSE
"11537","2024 Jeep Wrangler 4xe SAHARA | 4-DOOR | HYBRID | BLACK | LEATHER SEATS |","$63,150",NA,FALSE
"11538","2024 Jeep Wrangler Sahara 4 Door 4x4 | Leather | Safety Grp |","$63,151",NA,FALSE
"11539","2024 Kia Telluride SX Limited w/Black Interior AWD","$63,156",NA,FALSE
"11540","2024 Jeep Wrangler 4xe SAHARA 4x4 | 4XE | SAVE WITH iZEV REBATE","$63,156",NA,FALSE
"11541","2024 Ford F-150 XLT","$63,162",NA,FALSE
"11542","2024 Kia Telluride SX Limited w/Black Interior AWD","$63,166",NA,FALSE
"11543","2024 Mercedes-Benz GLE450 GLE450","$109,144",NA,FALSE
"11544","2024 Ford F-150 XLT | BLK APPEARANCE PKG | OFF ROAD PKG | BED PKG","$63,167",NA,FALSE
"11545","2024 Ram 1500 Classic Warlock","$63,167",NA,FALSE
"11546","2024 Ram 1500 Classic Warlock","$63,167",NA,FALSE
"11547","2024 Hyundai IONIQ 5 Preferred","$63,168",NA,FALSE
"11548","2024 Hyundai IONIQ 5 Preferred","$63,168",NA,FALSE
"11549","2024 Hyundai IONIQ 5 Preferred","$63,168",NA,FALSE
"11550","2024 Jeep Wrangler 4xe 4-Door Sahara | Leather | Tech Grp |","$63,168",NA,FALSE
"11551","2024 Hyundai IONIQ 5 Preferred","$63,168",NA,FALSE
"11552","2024 Hyundai IONIQ 5 Preferred","$63,168",NA,FALSE
"11553","2024 Dodge Durango SRT | ALCHEMI EDITION | RARE | 6.4L | LAST CALL","$99,995",NA,FALSE
"11554","2024 Ram 1500 Big Horn Heated seats, Heated steering wheel","$63,179",NA,FALSE
"11555","2024 Ford F-150 XLT 302A w/$4454 DOWN @ $149/WEEK - AMAZING!","$63,195",NA,FALSE
"11556","2024 Ram 1500 Sport POWER RUNNING BOARDS | HTD SEATS | CARPLAY","$63,196",NA,FALSE
"11557","2024 Jeep Wrangler Sahara 4 Door Sky Roof Safety Grp 12.3Display","$63,198",NA,FALSE
"11558","2024 Jeep Wrangler 4-Door Sahara","$63,204",NA,FALSE
"11559","2024 Ford F-150 XLT 4WD SuperCrew 6.5' Box","$63,204",NA,FALSE
"11560","2024 Buick Enclave Premium","$63,221",NA,FALSE
"11561","2024 Chevrolet Silverado 1500 Custom Wheels, 20 X 9 (50.8 Cm X 22.9 Cm) High Glo","$63,222",NA,FALSE
"11562","2024 Ford F-150 Tremor *See Dealer For Details*","$63,227",NA,FALSE
"11563","2024 Chevrolet TrailBlazer AWD LT","$37,084",NA,FALSE
"11564","2024 Ram 1500 Classic Warlock 4x4 Crew Cab 5'7 Box","$63,227",NA,FALSE
"11565","2024 Nissan Z Performance Manual","$63,228",NA,FALSE
"11566","2024 Volkswagen ID.4 Pro","$63,231",NA,FALSE
"11567","2024 Volkswagen ID.4 Pro","$63,231",NA,FALSE
"11568","2024 Volkswagen ID.4 Pro","$63,231",NA,FALSE
"11569","2024 Volkswagen ID.4 Pro","$63,231",NA,FALSE
"11570","2024 Volkswagen ID.4 Pro S","$63,231",NA,FALSE
"11571","2024 Volkswagen ID.4 Pro S","$63,231",NA,FALSE
"11572","2024 Ford F-150 XLT | Available Now","$63,234",NA,FALSE
"11573","2024 BMW i7 M70 xDrive BMW SALES EVENT  LIMITED TIME OFFER","$180,357",NA,FALSE
"11574","2024 Ford Mustang Mach-E Premium","$63,235",NA,FALSE
"11575","2024 Ford Mustang Mach-E Premium","$63,235",NA,FALSE
"11576","2024 Ford Mustang Mach-E Premium","$63,235",NA,FALSE
"11577","2024 Ford Mustang Mach-E Premium","$63,235",NA,FALSE
"11578","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,235",NA,FALSE
"11579","2024 Ford F-150 XLT 4WD SuperCrew 5.5 Box","$63,235",NA,FALSE
"11580","2024 Jeep Wrangler RUBICON - 3.6L V6/HARD TOP/CONVENIENCE PKG/TECH PK","$63,236",NA,FALSE
"11581","2024 Ford F-150 XLT | 3.5L | BLK APPEARANCE PKG | OFFICE PKG","$63,242",NA,FALSE
"11582","2024 Ford F-150 XLT XLT 4WD SUPERCREW 5.5' BOX","$63,244",NA,FALSE
"11583","2024 Ram 1500 BRAND NEW | 3.55 AXLE | SAFETY GROUP | 4X4 | QUAD","$46,995",NA,FALSE
"11584","2024 Jeep Wrangler 4-Door Rubicon","$63,249",NA,FALSE
"11585","2024 Hyundai IONIQ 5 PREFERRED","$63,249",NA,FALSE
"11586","2024 Ram 1500 Classic WARLOCK - BUCKETS/HEATED SEATS/CARPLAY/REMOTE STAR","$63,250",NA,FALSE
"11587","2024 BMW 3 Series 330i xDrive","$63,250",NA,FALSE
"11588","2023 Jeep Grand Cherokee 4xe Base  - Sunroof","$63,254",NA,FALSE
"11589","2024 Kia EV6 LAND W/GT-LINE PKG 2","$63,254",NA,FALSE
"11590","2024 Mazda CX-90 PHEV GS-L AWD","$63,261",NA,FALSE
"11591","2024 Ford F-250 XLT 4WD Reg Cab 8' Box","$63,264",NA,FALSE
"11592","2024 Kia Telluride SX Limited w-Mahogany AWD| available in stock","$63,268",NA,FALSE
"11593","2024 Chrysler Grand Caravan SXT 2WD","$52,123",NA,FALSE
"11594","2024 Ford F-150 XLT   - Black Appearance Package","$63,270",NA,FALSE
"11595","2024 Ford F-150 XLT   - Black Appearance Package","$63,270",NA,FALSE
"11596","2024 Ford F-150 XLT   - Black Appearance Package","$63,270",NA,FALSE
"11597","2024 Ram 1500 Sport","$63,274",NA,FALSE
"11598","2024 Ram 1500 Sport","$63,274",NA,FALSE
"11599","2024 Ram 1500 SPORT | CREW | NIGHT EDITION | V8 | REBEL LVL 2GRP","$63,275",NA,FALSE
"11600","2024 Kia Telluride SOLD! X-LINE|BLCK ALLYS|HUD|CPTNS STS|360 CAM","$63,276",NA,FALSE
"11601","2023 Mercedes-Benz CLA250 4MATIC Coupe","$63,277",NA,FALSE
"11602","2024 Kia Telluride X-Line 20 BLK ALLOYS | HIGHER GROUND CLEARANCE | T","$63,279",NA,FALSE
"11603","2023 Audi R8 5.2 V10 Performance RWD 7 sp S tronic coupe","$250,278",NA,FALSE
"11604","2024 GMC Sierra 1500 Pro","$63,280",NA,FALSE
"11605","2024 Volkswagen Atlas 2.0 TSI Execline","$63,281",NA,FALSE
"11606","2024 Jeep Wrangler SAHARA - LTHR SEATS - HARD TOP - SIDE STEPS","$63,283",NA,FALSE
"11607","2024 Ram 1500 Classic Warlock WARLOCK HEMI | HTD SEATS | HTD STEERING |","$63,284",NA,FALSE
"11608","2024 Kia Telluride SX Limited w/Black Interior AWD","$63,286",NA,FALSE
"11609","2024 Ford F-150 Lightning Pro | Available Now","$63,289",NA,FALSE
"11610","2024 Ford Transit Cargo Van 148WB | CRUISE CONTROL | BACK UP CAM AND SENSOR","$63,290",NA,FALSE
"11611","2024 Mazda CX-90 PHEV GS-L","$63,304",NA,FALSE
"11612","2024 Volkswagen ID.4 ID.4","$63,326",NA,FALSE
"11613","2024 BMW 7 Series PHEV 750e xDrive BMW SALES EVENT  LIMITED TIME OFFER","$170,607",NA,FALSE
"11614","2024 Volkswagen ID.4 ID.4","$63,326",NA,FALSE
"11615","2024 Volkswagen ID.4 ID.4","$63,326",NA,FALSE
"11616","2024 Volkswagen ID.4 ID.4","$63,326",NA,FALSE
"11617","2024 Volkswagen ID.4 Pro AWD","$63,328",NA,FALSE
"11618","2024 Jeep Wrangler 4xe SAHARA | 4 DOOR | LEATHER SEATS | HYBRID | SILVER","$63,330",NA,FALSE
"11619","2024 Jeep Wrangler 4xe SAHARA | 4-DOOR | LEATHER SEATS | CARPLAY |","$63,330",NA,FALSE
"11620","2024 BMW X2 ALL NEW 2024 X2-Prem.Essential-MSportPro-ActiveSea","$63,332",NA,FALSE
"11621","2024 Ford F-150 XLT | Available Now","$63,334",NA,FALSE
"11622","2024 Mazda CX-90 PHEV GS-L","$63,340",NA,FALSE
"11623","2024 BMW X1 M35i xDrive M Sport Pro Package | Premium Enhanced","$71,241",NA,FALSE
"11624","2024 Mazda CX-90 PHEV GS-L","$63,340",NA,FALSE
